EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,STC,PDT,HDT,FDT,FDS,RTA,SDI,PHT,EHT,GWT,MST,TWT,YIELD
REPLICATED TRIAL,2018,Macomb,13,41,32204,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,28,6/7/2018,11/21/2018,1.853333333,1.6475,77.23583333,89.66666667,252,87,5.81051352,17.5,58,107.8172822
REPLICATED TRIAL,2018,Macomb,14,5,31201,3,N2,WMINUS,PHHB9*PHM49,UIUC1,23,6/7/2018,11/20/2018,1.9,1.703333333,52.16083333,75,216,95,6.40925496,23.1,53.8,119.5086998
REPLICATED TRIAL,2018,Macomb,14,9,31210,3,N2,WMINUS,17.461,ORG1,23,6/7/2018,11/20/2018,1.905,1.73875,55.3975,133,222,104,4.61756656,18.4,54.8,89.69550382
REPLICATED TRIAL,2018,Macomb,14,13,31209,3,N2,WMINUS,461.2B24,ORG2,29,6/7/2018,11/20/2018,1.903333333,1.734166667,89.63666667,111.4166667,224,96,7.00346048,20.8,51.5,140.5007181
REPLICATED TRIAL,2018,Macomb,14,17,31202,3,N2,WMINUS,PHHB9*PHR63,UIUC2,24,6/7/2018,11/20/2018,1.873333333,1.743333333,75.34083333,117.1666667,225,70,6.22781816,22.9,51.4,121.8639053
REPLICATED TRIAL,2018,Macomb,14,21,31205,3,N2,WMINUS,PHHB9*Q381,UIUC5,25,6/7/2018,11/20/2018,1.886666667,1.706666667,97.6325,107.6666667,212,78,6.1008124,19.5,56.2,113.997452
REPLICATED TRIAL,2018,Macomb,14,25,31207,3,N2,WMINUS,PHW52*LH185,UIUC7,31,6/7/2018,11/20/2018,1.913333333,1.725,89.13833333,116.9166667,209,68,5.0121916,21.7,53.3,96.05282147
REPLICATED TRIAL,2018,Macomb,14,29,31208,3,N2,WMINUS,PHW52*Q381,UIUC8,27,6/7/2018,11/21/2018,1.91,1.715,84.38625,91.5,198,73,5.22991576,17.1,52.6,107.5254798
REPLICATED TRIAL,2018,Macomb,14,33,31206,3,N2,WMINUS,PHP38*Q381,UIUC6,22,6/7/2018,11/21/2018,1.9,1.71,80.435,105.4166667,206,80,6.18245896,18,54.1,122.2434895
REPLICATED TRIAL,2018,Macomb,14,37,31203,3,N2,WMINUS,PHHB9*PHW30,UIUC3,27,6/7/2018,11/21/2018,1.843333333,1.684166667,83.55416667,140.4166667,244,94,6.85831104,18.6,58,125.5629463
REPLICATED TRIAL,2018,Macomb,14,41,31204,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,31,6/7/2018,11/21/2018,1.833333333,1.671666667,99.69333333,97.83333333,246,94,6.75398488,17.2,58,125.7796368
REPLICATED TRIAL,2018,Macomb,15,5,31101,3,N1,WMINUS,PHHB9*PHM49,UIUC1,16,6/7/2018,11/20/2018,1.916666667,1.696666667,66.53166667,77.16666667,200,98,4.45427344,21.3,54.2,84.37236621
REPLICATED TRIAL,2018,Macomb,15,9,31106,3,N1,WMINUS,PHP38*Q381,UIUC6,23,6/7/2018,11/20/2018,1.845,1.65875,77.50375,129.875,190,79,4.9668324,17.6,56.7,94.16110955
REPLICATED TRIAL,2018,Macomb,15,13,31110,3,N1,WMINUS,17.461,ORG1,18,6/7/2018,11/20/2018,1.913333333,1.699166667,82.13083333,105.4166667,226,124,7.484268,17.8,51.9,154.6328283
REPLICATED TRIAL,2018,Macomb,15,17,31107,3,N1,WMINUS,PHW52*LH185,UIUC7,22,6/7/2018,11/20/2018,1.9,1.716666667,72.225,93.66666667,219,68,4.3318036,22.6,54.8,79.81363106
REPLICATED TRIAL,2018,Macomb,15,21,31103,3,N1,WMINUS,PHHB9*PHW30,UIUC3,29,6/7/2018,11/20/2018,1.896666667,1.694166667,87.42416667,109.8333333,236,79,7.19850504,18.8,60.5,126.0349161
REPLICATED TRIAL,2018,Macomb,15,25,31102,3,N1,WMINUS,PHHB9*PHR63,UIUC2,27,6/7/2018,11/20/2018,1.913333333,1.74,77.6925,121.3333333,215,79,6.463686,23.7,57,112.8698225
REPLICATED TRIAL,2018,Macomb,15,29,31108,3,N1,WMINUS,PHW52*Q381,UIUC8,13,6/7/2018,11/21/2018,1.926666667,1.7175,45.85,54.33333333,284,80,3.00277904,16.5,54.3,60.2362505
REPLICATED TRIAL,2018,Macomb,15,33,31104,3,N1,WMINUS,PHHB9*PHZ51,UIUC4,31,6/7/2018,11/21/2018,1.89,1.6825,98.84333333,87.33333333,235,83,6.577084,17.6,50.5,139.9964849
REPLICATED TRIAL,2018,Macomb,15,37,31109,3,N1,WMINUS,461.2B24,ORG2,28,6/7/2018,11/21/2018,1.88,1.739166667,85.48333333,108.25,213,94,4.49963264,19.3,54.5,86.91645405
REPLICATED TRIAL,2018,Macomb,15,41,31105,3,N1,WMINUS,PHHB9*Q381,UIUC5,27,6/7/2018,11/21/2018,1.916666667,1.713333333,110.9175,76.91666667,209,81,5.39320888,17.8,56,103.2711327
REPLICATED TRIAL,2018,Macomb,16,5,32101,3,N1,WPLUS,PHHB9*PHM49,UIUC1,18,6/7/2018,11/20/2018,1.926666667,1.6925,51.64666667,62.25,205,82,4.89425768,21.7,53.5,93.44212797
REPLICATED TRIAL,2018,Macomb,16,9,32106,3,N1,WPLUS,PHP38*Q381,UIUC6,25,6/7/2018,11/20/2018,1.866666667,1.668333333,77.835,112.1666667,197,79,5.04847896,18.3,56.4,95.40066725
REPLICATED TRIAL,2018,Macomb,16,13,32110,3,N1,WPLUS,17.461,ORG1,24,6/7/2018,11/20/2018,1.903333333,1.751666667,76.855,96.75,212,87,6.69501792,16.7,50.4,144.3491124
REPLICATED TRIAL,2018,Macomb,16,17,32107,3,N1,WPLUS,PHW52*LH185,UIUC7,29,6/7/2018,11/20/2018,1.9,1.725833333,83.035,84.91666667,225,83,3.43369144,21.8,50.7,69.08885076
REPLICATED TRIAL,2018,Macomb,16,21,32103,3,N1,WPLUS,PHHB9*PHW30,UIUC3,31,6/7/2018,11/20/2018,1.86,1.72,86.83,119.75,245,99,8.25991032,19.1,57.7,151.0761642
REPLICATED TRIAL,2018,Macomb,16,25,32102,3,N1,WPLUS,PHHB9*PHR63,UIUC2,28,6/7/2018,11/20/2018,1.923333333,1.769166667,76.85222222,106.25,207,63,6.98985272,22.1,57.4,123.7489434
REPLICATED TRIAL,2018,Macomb,16,29,32108,3,N1,WPLUS,PHW52*Q381,UIUC8,12,6/7/2018,11/21/2018,1.92,1.735833333,68.17083333,97,188,58,3.07081784,16.4,51.1,65.53711831
REPLICATED TRIAL,2018,Macomb,16,33,32104,3,N1,WPLUS,PHHB9*PHZ51,UIUC4,20,6/7/2018,11/21/2018,1.9,1.7325,84.09916667,96.58333333,237,86,6.64058688,17.3,54.1,132.4227543
REPLICATED TRIAL,2018,Macomb,16,37,32109,3,N1,WPLUS,461.2B24,ORG2,20,6/7/2018,11/21/2018,1.876666667,1.705,90.84916667,96,220,92,4.55406368,20.5,53.1,88.94460602
REPLICATED TRIAL,2018,Macomb,16,41,32105,3,N1,WPLUS,PHHB9*Q381,UIUC5,26,6/7/2018,11/21/2018,1.923333333,1.709166667,50.5675,87,198,76,4.73096456,17.4,64.1,79.52791958
REPLICATED TRIAL,2018,Macomb,17,5,31303,3,N3,WMINUS,PHHB9*PHW30,UIUC3,25,6/7/2018,11/20/2018,1.893333333,1.715,69.57666667,86.91666667,237,112,6.26864144,19.4,57,115.6329285
REPLICATED TRIAL,2018,Macomb,17,9,31305,3,N3,WMINUS,PHHB9*Q381,UIUC5,30,6/7/2018,11/20/2018,1.883333333,1.728333333,71.48833333,107.5833333,213,83,8.01950656,17.5,54.3,158.9460263
REPLICATED TRIAL,2018,Macomb,17,13,31308,3,N3,WMINUS,PHW52*Q381,UIUC8,14,6/7/2018,11/20/2018,1.866666667,1.716666667,77,106.8333333,204,72,4.40891424,17.8,55,85.9584723
REPLICATED TRIAL,2018,Macomb,17,17,31306,3,N3,WMINUS,PHP38*Q381,UIUC6,26,6/7/2018,11/20/2018,1.88,1.728333333,100.0275,103.5833333,202,83,5.59732528,17.6,50.5,119.1418361
REPLICATED TRIAL,2018,Macomb,17,21,31304,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,26,6/7/2018,11/20/2018,1.816666667,1.666666667,95.94166667,125.5833333,253,90,7.64756112,18.1,56.1,145.643768
REPLICATED TRIAL,2018,Macomb,17,25,31301,3,N3,WMINUS,PHHB9*PHM49,UIUC1,29,6/7/2018,11/20/2018,1.916666667,1.739166667,80.82583333,126.3333333,215,88,7.82899792,22.4,57.2,138.5542268
REPLICATED TRIAL,2018,Macomb,17,29,31310,3,N3,WMINUS,17.461,ORG1,27,6/7/2018,11/21/2018,1.923333333,1.718333333,71.77583333,89,228,125,6.85831104,16.3,51.9,144.2856654
REPLICATED TRIAL,2018,Macomb,17,33,31309,3,N3,WMINUS,461.2B24,ORG2,26,6/7/2018,11/21/2018,1.893333333,1.731666667,97.60333333,111.9166667,234,113,6.08720464,19.5,50.4,126.8326759
REPLICATED TRIAL,2018,Macomb,17,37,31307,3,N3,WMINUS,PHW52*LH185,UIUC7,23,6/7/2018,11/21/2018,1.883333333,1.698333333,81.9775,95.25,225,80,5.94659112,19,52.9,118.7805506
REPLICATED TRIAL,2018,Macomb,17,41,31302,3,N3,WMINUS,PHHB9*PHR63,UIUC2,25,6/7/2018,11/21/2018,1.926666667,1.741666667,82.1425,117.0833333,220,73,7.36633408,20.9,59.8,127.1085076
REPLICATED TRIAL,2018,Macomb,18,5,32303,3,N3,WPLUS,PHHB9*PHW30,UIUC3,6,6/7/2018,11/20/2018,1.92,1.7075,69.87083333,67.41666667,240,122,6.68141016,19.5,55.5,126.420918
REPLICATED TRIAL,2018,Macomb,18,9,32305,3,N3,WPLUS,PHHB9*Q381,UIUC5,26,6/7/2018,11/20/2018,1.866666667,1.748333333,77.6025,102.5833333,210,84,6.8719188,17.8,54.7,134.7132828
REPLICATED TRIAL,2018,Macomb,18,13,32308,3,N3,WPLUS,PHW52*Q381,UIUC8,15,6/7/2018,11/20/2018,1.826666667,1.698333333,76.63166667,106.0833333,205,82,3.41554776,17,51.7,71.53125107
REPLICATED TRIAL,2018,Macomb,18,17,32306,3,N3,WPLUS,PHP38*Q381,UIUC6,18,6/7/2018,11/20/2018,1.863333333,1.715833333,79.5225,111.75,221,99,4.64024616,17.8,53.2,93.52960804
REPLICATED TRIAL,2018,Macomb,18,21,32304,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,26,6/7/2018,11/20/2018,1.856666667,1.721666667,103.5075,125,255,106,6.690482,17.3,57.3,125.9668309
REPLICATED TRIAL,2018,Macomb,18,25,32301,3,N3,WPLUS,PHHB9*PHM49,UIUC1,28,6/7/2018,11/20/2018,1.906666667,1.755833333,83.99333333,122.5833333,221,79,7.69292032,21.7,56.5,139.0760852
REPLICATED TRIAL,2018,Macomb,18,29,32310,3,N3,WPLUS,17.461,ORG1,20,6/7/2018,11/21/2018,1.92,1.716666667,77.50833333,103.9166667,205,94,6.31853656,16.9,53.8,127.3160511
REPLICATED TRIAL,2018,Macomb,18,33,32309,3,N3,WPLUS,461.2B24,ORG2,22,6/7/2018,11/21/2018,1.896666667,1.715,102.5775,102.5,223,108,5.67443592,19.1,52.2,114.7225056
REPLICATED TRIAL,2018,Macomb,18,37,32307,3,N3,WPLUS,PHW52*LH185,UIUC7,20,6/7/2018,11/21/2018,1.856666667,1.71,104.2408333,119.9166667,226,79,7.13046624,19.7,55.6,134.3403857
REPLICATED TRIAL,2018,Macomb,18,41,32302,3,N3,WPLUS,PHHB9*PHR63,UIUC2,27,6/7/2018,11/21/2018,1.916666667,1.736666667,75.1125,110.9166667,216,76,7.77003096,20.6,58,138.7596409
REPLICATED TRIAL,2018,Macomb,19,5,42208,4,N2,WPLUS,PHW52*Q381,UIUC8,7,6/7/2018,11/20/2018,1.883333333,1.764166667,66.94166667,95.83333333,180,75,NA,NA,NA,NA
REPLICATED TRIAL,2018,Macomb,19,9,42203,4,N2,WPLUS,PHHB9*PHW30,UIUC3,31,6/7/2018,11/20/2018,1.816666667,1.643333333,95.80333333,121,237,78,7.91064448,18.4,58,145.1850643
REPLICATED TRIAL,2018,Macomb,19,13,42204,4,N2,WPLUS,PHHB9*PHZ51,UIUC4,25,6/7/2018,11/20/2018,1.87,1.711666667,81.54166667,147.1666667,249,98,7.21664872,17.2,53,147.0746902
REPLICATED TRIAL,2018,Macomb,19,17,42205,4,N2,WPLUS,PHHB9*Q381,UIUC5,20,6/7/2018,11/20/2018,1.91,1.745833333,78.275,93.25,213,82,4.48602488,19.2,56.2,84.13653688
REPLICATED TRIAL,2018,Macomb,19,21,42202,4,N2,WPLUS,PHHB9*PHR63,UIUC2,22,6/7/2018,11/20/2018,1.89,1.726666667,78.08916667,116.1666667,212,75,7.6883844,19.8,57.1,140.8708899
REPLICATED TRIAL,2018,Macomb,19,25,42209,4,N2,WPLUS,461.2B24,ORG2,30,6/7/2018,11/20/2018,1.906666667,1.735833333,63.08666667,95.58333333,199,91,5.99648624,19.7,55.3,113.5887092
REPLICATED TRIAL,2018,Macomb,19,29,42201,4,N2,WPLUS,PHHB9*PHM49,UIUC1,14,6/7/2018,11/21/2018,1.896666667,1.7,79.52333333,106.25,206,85,6.89006248,19.7,64.3,112.2472324
REPLICATED TRIAL,2018,Macomb,19,33,42206,4,N2,WPLUS,PHP38*Q381,UIUC6,25,6/7/2018,11/21/2018,1.876666667,1.73,76.57833333,127.9166667,212,75,5.33424192,17.3,53.3,107.9689599
REPLICATED TRIAL,2018,Macomb,19,37,42207,4,N2,WPLUS,PHW52*LH185,UIUC7,22,6/7/2018,11/21/2018,1.9,1.724166667,82.025,115.0833333,215,78,6.5997636,19,56.3,123.866228
REPLICATED TRIAL,2018,Macomb,19,41,42210,4,N2,WPLUS,17.461,ORG1,30,6/7/2018,11/21/2018,1.933333333,1.755833333,90.10083333,99.58333333,222,113,5.37960112,16.3,53.9,108.9769571
REPLICATED TRIAL,2018,Macomb,20,5,41208,4,N2,WMINUS,PHW52*Q381,UIUC8,10,6/7/2018,11/20/2018,1.92,1.7025,56.855,75.375,203,96,2.00034072,14.9,55.9,39.72552423
REPLICATED TRIAL,2018,Macomb,20,9,41203,4,N2,WMINUS,PHHB9*PHW30,UIUC3,27,6/7/2018,11/20/2018,1.85,1.695,70.69416667,115.25,233,105,4.99858384,18.8,55.5,95.40210033
REPLICATED TRIAL,2018,Macomb,20,13,41204,4,N2,WMINUS,PHHB9*PHZ51,UIUC4,14,6/7/2018,11/20/2018,1.886666667,1.711666667,87.02583333,101.5,249,100,8.7543256,18.1,52.4,178.4938344
REPLICATED TRIAL,2018,Macomb,20,17,41205,4,N2,WMINUS,PHHB9*Q381,UIUC5,15,6/7/2018,11/20/2018,1.903333333,1.734166667,66.015,93.75,207,92,4.23654928,18.2,50.7,89.16727939
REPLICATED TRIAL,2018,Macomb,20,21,41202,4,N2,WMINUS,PHHB9*PHR63,UIUC2,22,6/7/2018,11/20/2018,1.88,1.7225,75.795,126.9166667,208,87,7.70199216,21.2,56.2,140.8772558
REPLICATED TRIAL,2018,Macomb,20,25,41209,4,N2,WMINUS,461.2B24,ORG2,29,6/7/2018,11/20/2018,1.893333333,1.75,71.1925,118.4166667,208,91,5.6018612,20,55.9,104.5823586
REPLICATED TRIAL,2018,Macomb,20,29,41201,4,N2,WMINUS,PHHB9*PHM49,UIUC1,26,6/7/2018,11/21/2018,1.89,1.743333333,78.51416667,124.6666667,217,81,7.69745624,20.4,54.7,146.1237736
REPLICATED TRIAL,2018,Macomb,20,33,41206,4,N2,WMINUS,PHP38*Q381,UIUC6,23,6/7/2018,11/21/2018,1.86,1.695,81.64583333,122.8333333,213,76,5.6472204,17.2,55.2,110.5029586
REPLICATED TRIAL,2018,Macomb,20,37,41207,4,N2,WMINUS,PHW52*LH185,UIUC7,27,6/7/2018,11/21/2018,1.876666667,1.679166667,85.33166667,103.5,223,80,7.53416312,18.8,53.7,148.6156931
REPLICATED TRIAL,2018,Macomb,20,41,41210,4,N2,WMINUS,17.461,ORG1,35,6/7/2018,11/21/2018,1.923333333,1.729166667,63.24083333,90.25,222,128,6.19606672,16.9,55.1,121.9027266
REPLICATED TRIAL,2018,Macomb,21,5,41305,4,N3,WMINUS,PHHB9*Q381,UIUC5,16,6/7/2018,11/20/2018,1.926666667,1.715833333,72.90333333,113.5833333,203,82,4.39077056,17.9,54.9,85.6563305
REPLICATED TRIAL,2018,Macomb,21,9,41310,4,N3,WMINUS,17.461,ORG1,28,6/7/2018,11/20/2018,1.91,1.748333333,73.79,98.75,212,96,5.42949624,17.8,53.4,109.0279902
REPLICATED TRIAL,2018,Macomb,21,13,41303,4,N3,WMINUS,PHHB9*PHW30,UIUC3,28,6/7/2018,11/20/2018,1.85,1.726666667,95.97916667,117.75,242,96,9.19884576,17.7,52.2,189.1954023
REPLICATED TRIAL,2018,Macomb,21,17,41308,4,N3,WMINUS,PHW52*Q381,UIUC8,13,6/7/2018,11/20/2018,1.873333333,1.71,85.14333333,107.5833333,213,83,3.05267416,17.1,52.1,63.36437665
REPLICATED TRIAL,2018,Macomb,21,21,41309,4,N3,WMINUS,461.2B24,ORG2,31,6/7/2018,11/20/2018,1.903333333,1.729166667,81.88166667,105.9166667,200,96,6.02823768,19.7,55.2,114.3970286
REPLICATED TRIAL,2018,Macomb,21,25,41302,4,N3,WMINUS,PHHB9*PHR63,UIUC2,30,6/7/2018,11/20/2018,1.92,1.723333333,74.89,120.8333333,212,91,7.94693184,19.2,55.9,149.8466196
REPLICATED TRIAL,2018,Macomb,21,29,41307,4,N3,WMINUS,PHW52*LH185,UIUC7,25,6/7/2018,11/21/2018,1.873333333,1.680833333,83.77333333,100.25,218,79,6.46822192,19.1,53.1,128.5543632
REPLICATED TRIAL,2018,Macomb,21,33,41301,4,N3,WMINUS,PHHB9*PHM49,UIUC1,29,6/7/2018,11/21/2018,1.926666667,1.73,75.17416667,102.4166667,215,91,8.50938592,21.2,56,156.2011834
REPLICATED TRIAL,2018,Macomb,21,37,41304,4,N3,WMINUS,PHHB9*PHZ51,UIUC4,26,6/7/2018,11/21/2018,1.803333333,1.701666667,79.24583333,106.1666667,250,95,7.20757688,17,57.8,135.0166868
REPLICATED TRIAL,2018,Macomb,21,41,41306,4,N3,WMINUS,PHP38*Q381,UIUC6,26,6/7/2018,11/21/2018,1.856666667,1.713333333,100.6575,118.4166667,205,81,5.61093304,17.3,58.3,103.8293057
REPLICATED TRIAL,2018,Macomb,22,5,42305,4,N3,WPLUS,PHHB9*Q381,UIUC5,10,6/7/2018,11/20/2018,1.926666667,1.719166667,50.89,77.83333333,205,102,4.5812792,18.5,54.5,89.37082677
REPLICATED TRIAL,2018,Macomb,22,9,42310,4,N3,WPLUS,17.461,ORG1,27,6/7/2018,11/20/2018,1.9,1.721666667,71.31666667,109.8333333,208,96,5.93298336,18.3,54.9,115.1783231
REPLICATED TRIAL,2018,Macomb,22,13,42303,4,N3,WPLUS,PHHB9*PHW30,UIUC3,29,6/7/2018,11/20/2018,1.84,1.696666667,84.63833333,122.8333333,250,89,7.5523068,18.9,54,147.9635108
REPLICATED TRIAL,2018,Macomb,22,17,42308,4,N3,WPLUS,PHW52*Q381,UIUC8,13,6/7/2018,11/20/2018,1.86,1.723333333,86.2375,92.25,223,96,2.93474024,18.2,50.6,61.88998293
REPLICATED TRIAL,2018,Macomb,22,21,42309,4,N3,WPLUS,461.2B24,ORG2,28,6/7/2018,11/20/2018,1.91,1.77,87.93416667,106.75,231,217,6.47275784,19.7,55.2,122.8326258
REPLICATED TRIAL,2018,Macomb,22,25,42302,4,N3,WPLUS,PHHB9*PHR63,UIUC2,26,6/7/2018,11/20/2018,1.93,1.765833333,78.4675,107,227,82,8.31434136,21.4,58,146.9840849
REPLICATED TRIAL,2018,Macomb,22,29,42307,4,N3,WPLUS,PHW52*LH185,UIUC7,28,6/7/2018,11/21/2018,1.873333333,1.678333333,84.09083333,100.0833333,225,82,7.03974784,18.6,51.9,144.0330175
REPLICATED TRIAL,2018,Macomb,22,33,42301,4,N3,WPLUS,PHHB9*PHM49,UIUC1,22,6/7/2018,11/21/2018,1.883333333,1.720833333,98.21,105.1666667,222,77,7.35272632,21.2,56.9,132.8343091
REPLICATED TRIAL,2018,Macomb,22,37,42304,4,N3,WPLUS,PHHB9*PHZ51,UIUC4,28,6/7/2018,11/21/2018,1.866666667,1.679166667,87.22666667,116.6666667,244,110,7.56591456,17.4,61.9,131.7039317
REPLICATED TRIAL,2018,Macomb,22,41,42306,4,N3,WPLUS,PHP38*Q381,UIUC6,27,6/7/2018,11/21/2018,1.863333333,1.690833333,89.60666667,139.5833333,213,76,5.40228072,17.8,57.1,101.4520358
REPLICATED TRIAL,2018,Macomb,23,5,41105,4,N1,WMINUS,PHHB9*Q381,UIUC5,24,6/7/2018,11/20/2018,1.913333333,1.744166667,57.07333333,84.5,191,94,3.84646016,17.4,54.2,76.46979192
REPLICATED TRIAL,2018,Macomb,23,9,41109,4,N1,WMINUS,461.2B24,ORG2,27,6/7/2018,11/20/2018,1.876666667,1.730833333,82.425,108.9166667,222,84,4.79900336,19.7,55,91.40118343
REPLICATED TRIAL,2018,Macomb,23,13,41107,4,N1,WMINUS,PHW52*LH185,UIUC7,26,6/7/2018,11/20/2018,1.866666667,1.695833333,81.35833333,96.08333333,216,73,5.56557384,20.2,53.7,107.8913094
REPLICATED TRIAL,2018,Macomb,23,17,41104,4,N1,WMINUS,PHHB9*PHZ51,UIUC4,29,6/7/2018,11/20/2018,1.876666667,1.670833333,86.87916667,96.91666667,236,85,NA,NA,NA,NA
REPLICATED TRIAL,2018,Macomb,23,21,41101,4,N1,WMINUS,PHHB9*PHM49,UIUC1,28,6/7/2018,11/20/2018,1.91,1.750833333,88.40166667,103.25,215,95,7.67477664,21.7,56.1,139.7373667
REPLICATED TRIAL,2018,Macomb,23,25,41110,4,N1,WMINUS,17.461,ORG1,33,6/7/2018,11/20/2018,1.94,1.745,85.22416667,110,220,104,5.96019888,18.6,52.6,120.3226314
REPLICATED TRIAL,2018,Macomb,23,29,41108,4,N1,WMINUS,PHW52*Q381,UIUC8,19,6/7/2018,11/21/2018,1.883333333,1.7175,81.28,93.41666667,212,71,4.43612976,17.4,53.6,89.17998764
REPLICATED TRIAL,2018,Macomb,23,33,41106,4,N1,WMINUS,PHP38*Q381,UIUC6,25,6/7/2018,11/21/2018,1.863333333,1.701666667,90.60916667,104.8333333,199,68,5.43403216,17.4,53.5,109.4451142
REPLICATED TRIAL,2018,Macomb,23,37,41102,4,N1,WMINUS,PHHB9*PHR63,UIUC2,27,6/7/2018,11/21/2018,1.903333333,1.711666667,62.23416667,114.75,209,73,7.07149928,19.5,56.6,131.201518
REPLICATED TRIAL,2018,Macomb,23,41,41103,4,N1,WMINUS,PHHB9*PHW30,UIUC3,35,6/7/2018,11/21/2018,1.866666667,1.718333333,80.36916667,107.9166667,227,72,5.3750652,18,56,102.6732883
REPLICATED TRIAL,2018,Macomb,24,5,42105,4,N1,WPLUS,PHHB9*Q381,UIUC5,27,6/7/2018,11/20/2018,1.926666667,1.746666667,64.53916667,77.91666667,194,89,4.195726,18.4,55.3,80.76441572
REPLICATED TRIAL,2018,Macomb,24,9,42109,4,N1,WPLUS,461.2B24,ORG2,18,6/7/2018,11/20/2018,1.883333333,1.721666667,82.0125,112.8333333,190,89,3.4699788,20.9,51.9,68.98963642
REPLICATED TRIAL,2018,Macomb,24,13,42107,4,N1,WPLUS,PHW52*LH185,UIUC7,21,6/7/2018,11/20/2018,1.886666667,1.715,81.92583333,99.91666667,194,59,5.70618736,20.4,52.6,112.6474228
REPLICATED TRIAL,2018,Macomb,24,17,42104,4,N1,WPLUS,PHHB9*PHZ51,UIUC4,27,6/7/2018,11/20/2018,1.84,1.648333333,91.655,108.4166667,218,80,NA,NA,NA,NA
REPLICATED TRIAL,2018,Macomb,24,21,42101,4,N1,WPLUS,PHHB9*PHM49,UIUC1,25,6/7/2018,11/20/2018,1.896666667,1.715833333,79.02166667,116,210,81,7.14860992,22,57.4,126.7220584
REPLICATED TRIAL,2018,Macomb,24,25,42110,4,N1,WPLUS,17.461,ORG1,32,6/7/2018,11/20/2018,1.936666667,1.723333333,50.98916667,86.5,199,102,5.81504944,18.6,52.8,116.9477318
REPLICATED TRIAL,2018,Macomb,24,29,42108,4,N1,WPLUS,PHW52*Q381,UIUC8,13,6/7/2018,11/21/2018,1.906666667,1.731666667,76.81166667,99.66666667,197,63,3.28400608,16.7,53.7,66.4542219
REPLICATED TRIAL,2018,Macomb,24,33,42106,4,N1,WPLUS,PHP38*Q381,UIUC6,26,6/7/2018,11/21/2018,1.92,1.743333333,89.00166667,85,187,70,4.63117432,17.5,54.3,91.78953218
REPLICATED TRIAL,2018,Macomb,24,37,42102,4,N1,WPLUS,PHHB9*PHR63,UIUC2,24,6/7/2018,11/21/2018,1.866666667,1.740833333,76.085,111.4166667,205,74,7.15314584,19.8,59.9,124.9374204
REPLICATED TRIAL,2018,Macomb,24,41,42103,4,N1,WPLUS,PHHB9*PHW30,UIUC3,28,6/7/2018,11/21/2018,1.906666667,1.745833333,90.81666667,102.3333333,214,78,4.71282088,18.6,57.1,87.64298076
REPLICATED TRIAL,2019,UIUC2019,1,5,1005,1,N2,WMINUS,PHP38*Q381,UIUC6,19,10-Jun,10/19/2019,1.92,1.96,110.92,66.17,211,92,NA,NA,NA,NA
REPLICATED TRIAL,2019,UIUC2019,1,9,1009,1,N2,WMINUS,PHHB9*PHW30,UIUC3,66,10-Jun,10/19/2019,1.85,1.93,111.31,107.92,265,120,7.0533556,22.6,59,127.1732446
REPLICATED TRIAL,2019,UIUC2019,1,13,1013,1,N2,WMINUS,17.461,ORG1,53,10-Jun,10/19/2019,1.89,1.95,89.36,110.25,223,120,5.79690576,20.3,53.4,107.6251012
REPLICATED TRIAL,2019,UIUC2019,1,17,1017,1,N2,WMINUS,PHW52*LH185,UIUC7,59,10-Jun,10/19/2019,1.91,1.96,111.96,86.84,262,120,6.15524344,26.1,58.5,105.961643
REPLICATED TRIAL,2019,UIUC2019,1,21,1021,1,N2,WMINUS,59R5,CHECK,54,10-Jun,10/19/2019,1.87,1.94,111.53,103.92,272,122,7.34365448,21.1,59,134.9734192
REPLICATED TRIAL,2019,UIUC2019,1,25,1025,1,N2,WMINUS,PHW52*Q381,UIUC8,64,10-Jun,10/19/2019,1.89,1.92,85.98,101.34,237,113,7.8698212,25,59.1,137.4944412
REPLICATED TRIAL,2019,UIUC2019,1,29,1029,1,N2,WMINUS,PHHB9*PHR63,UIUC2,65,10-Jun,10/19/2019,1.89,1.94,103.84,110.09,237,125,9.67511736,29.3,55.1,159.3436154
REPLICATED TRIAL,2019,UIUC2019,1,33,1033,1,N2,WMINUS,PHHB9*PHZ51,UIUC4,61,10-Jun,10/19/2019,1.85,1.91,88.32,103.92,293,132,8.4368112,24.5,58.5,148.3830499
REPLICATED TRIAL,2019,UIUC2019,1,37,1037,1,N2,WMINUS,17.2B24,ORG4,58,10-Jun,10/19/2019,1.91,1.94,112.68,123.34,229,134,8.6409276,28.2,49.1,144.5252808
REPLICATED TRIAL,2019,UIUC2019,1,41,1041,1,N2,WMINUS,PHHB9*PHM49,UIUC1,61,10-Jun,10/19/2019,1.86,1.93,105.98,121.67,242,115,9.46192912,29.2,59.6,156.0529416
REPLICATED TRIAL,2019,UIUC2019,4,5,4005,1,N1,WMINUS,PHHB9*PHR63,UIUC2,65,10-Jun,10/19/2019,1.91,1.96,92.72,114.38,254,132,8.99472936,28.8,60,149.1856688
