EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,TRT,STC,PDT,HDT,MFL,FFL,DTA,DTS,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
REPLICATED TRIAL,2018,Pana,15,17,32202,3,N3,WPLUS,PHHB9*PHR63,UIUC2,PanaN3WPLUSUIUC2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.740833333,76.855,2.705833333,146,247,110,25.48,23.262,9.33492336,15.5,58.3,176.5008576,9,4,70.9
REPLICATED TRIAL,2018,Pana,16,17,31202,3,N3,WMINUS,PHHB9*PHR63,UIUC2,PanaN3WMINUSUIUC2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.775833333,68.125,-0.305,129.6666667,252,115,25.152,22.424,9.9336648,15.3,59.6,184.1596839,9.5,4.1,70.4
REPLICATED TRIAL,2018,Pana,17,25,31102,3,N2,WMINUS,PHHB9*PHR63,UIUC2,PanaN2WMINUSUIUC2,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.866666667,1.7675,71.79666667,0.756666667,173.5,241,114,21.764,19.696,10.89074392,15.4,59.5,202.0034807,8.2,3.6,72
REPLICATED TRIAL,2018,Pana,18,25,32102,3,N2,WPLUS,PHHB9*PHR63,UIUC2,PanaN2WPLUSUIUC2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.7575,108.0341667,0.865833333,107.25,240,100,22.03,20.468,9.47553688,15.1,60.5,173.4618808,8.4,3.4,72
REPLICATED TRIAL,2018,Pana,19,5,42102,4,N2,WPLUS,PHHB9*PHR63,UIUC2,PanaN2WPLUSUIUC2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.876666667,1.72,88.07833333,2.435,117.0833333,215,85,23.062,20.69,8.35516464,16.7,60.8,149.3290642,8.7,3.6,71.7
REPLICATED TRIAL,2018,Pana,20,5,41102,4,N2,WMINUS,PHHB9*PHR63,UIUC2,PanaN2WMINUSUIUC2,21,5/25/2018,10/15/2018,NA,NA,NA,NA,1.856666667,1.7075,89.5675,3.391666667,130.6666667,225,103,24.874,22.098,8.25083848,17.5,59.9,148.2426332,9.1,3.6,71.3
REPLICATED TRIAL,2018,Pana,21,21,41202,4,N3,WMINUS,PHHB9*PHR63,UIUC2,PanaN3WMINUSUIUC2,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.9,1.7525,78.67666667,-0.920833333,105.25,240,107,23.554,21.114,9.5481116,15.8,61.5,170.5306201,8.7,3.9,71.3
REPLICATED TRIAL,2018,Pana,22,21,42202,4,N3,WPLUS,PHHB9*PHR63,UIUC2,PanaN3WPLUSUIUC2,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.923333333,1.755,85.01,-0.53,113,252,114,23.526,21.434,8.92215464,16,60.4,161.867628,8.2,3.4,72.2
REPLICATED TRIAL,2018,Pana,23,9,41302,4,N1,WMINUS,PHHB9*PHR63,UIUC2,PanaN1WMINUSUIUC2,0,5/25/2018,10/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,3.4,72.8
REPLICATED TRIAL,2018,Pana,24,9,42302,4,N1,WPLUS,PHHB9*PHR63,UIUC2,PanaN1WPLUSUIUC2,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.716666667,87.65916667,4.12,134.3333333,268,121,23.894,21.042,8.00136288,15.8,59.6,147.461181,7.9,3.4,72.4
REPLICATED TRIAL,2018,Macomb,1,33,11202,1,N2,WMINUS,PHHB9*PHR63,UIUC2,MacombN2WMINUSUIUC2,24,6/7/2018,11/21/2018,NA,NA,NA,NA,1.886666667,1.684166667,85.48166667,-0.1375,112.8333333,205,85,20.796,18.616,7.36179816,20.8,58.5,130.0172963,7.6,3.8,72.2
REPLICATED TRIAL,2018,Macomb,2,33,12202,1,N2,WPLUS,PHHB9*PHR63,UIUC2,MacombN2WPLUSUIUC2,28,6/7/2018,11/21/2018,NA,NA,NA,NA,1.925,1.74625,97.4575,0.48375,92,215,77,19.914,17.7,5.73340288,21.4,58.7,100.1485842,7.3,3.7,72.7
REPLICATED TRIAL,2018,Macomb,3,25,12102,1,N1,WPLUS,PHHB9*PHR63,UIUC2,MacombN1WPLUSUIUC2,23,6/7/2018,11/20/2018,NA,NA,NA,NA,1.906666667,1.749166667,66.48944444,-0.336666667,89.16666667,218,87,20.436,18.518,7.38447776,22.1,54.6,137.4397989,7.2,3.6,72.9
REPLICATED TRIAL,2018,Macomb,4,25,11102,1,N1,WMINUS,PHHB9*PHR63,UIUC2,MacombN1WMINUSUIUC2,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.906666667,1.73,77.64333333,-0.819166667,127.3333333,215,85,22.562,20.454,6.72676936,21.6,51.7,133.0699415,7.3,3.6,72.9
REPLICATED TRIAL,2018,Macomb,5,25,11302,1,N3,WMINUS,PHHB9*PHR63,UIUC2,MacombN3WMINUSUIUC2,26,6/7/2018,11/20/2018,NA,NA,NA,NA,1.923333333,1.754166667,107.1233333,0.746666667,138.4166667,227,91,23.802,21.158,7.90610856,21,51.5,158.2087666,8.6,3.8,71.5
REPLICATED TRIAL,2018,Macomb,6,25,12302,1,N3,WPLUS,PHHB9*PHR63,UIUC2,MacombN3WPLUSUIUC2,26,6/7/2018,11/20/2018,NA,NA,NA,NA,1.91,1.753333333,59.83083333,-1.673333333,159.3333333,217,95,22.952,20.344,8.69535864,22.2,55.7,158.4381673,8.8,3.7,71.5
REPLICATED TRIAL,2018,Macomb,7,29,21102,2,N1,WMINUS,PHHB9*PHR63,UIUC2,MacombN1WMINUSUIUC2,28,6/7/2018,11/21/2018,NA,NA,NA,NA,1.87,1.696666667,66.74583333,-1.2125,104.5833333,225,80,21.908,19.894,7.11685848,21.5,52.2,139.6160647,7.5,3.7,72.6
REPLICATED TRIAL,2018,Macomb,8,29,22102,2,N1,WPLUS,PHHB9*PHR63,UIUC2,MacombN1WPLUSUIUC2,31,6/7/2018,11/21/2018,NA,NA,NA,NA,1.906666667,1.7325,74.24583333,-1.171666667,106.0833333,226,88,20.548,18.244,7.5749864,21.5,51.4,150.9163539,7.7,3.4,72.9
REPLICATED TRIAL,2018,Macomb,9,21,22302,2,N3,WPLUS,PHHB9*PHR63,UIUC2,MacombN3WPLUSUIUC2,27,6/7/2018,11/20/2018,NA,NA,NA,NA,1.893333333,1.765,66.75166667,0.400833333,110.9166667,225,100,23.93,21.576,8.66814312,21.5,56.7,156.5527066,8.5,3.6,72
REPLICATED TRIAL,2018,Macomb,10,21,21302,2,N3,WMINUS,PHHB9*PHR63,UIUC2,MacombN3WMINUSUIUC2,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.915,1.745,85.3725,-0.5625,123.125,228,85,23.706,21.21,8.08300944,22.3,56,146.3032544,8.7,3.6,71.7
REPLICATED TRIAL,2018,Macomb,11,37,22202,2,N2,WPLUS,PHHB9*PHR63,UIUC2,MacombN2WPLUSUIUC2,33,6/7/2018,11/21/2018,NA,NA,NA,NA,1.906666667,1.763333333,66.72416667,-0.869166667,106.25,230,89,22.156,20.198,8.30980544,19.8,58.7,148.1068113,7.9,3.7,72.4
REPLICATED TRIAL,2018,Macomb,12,37,21202,2,N2,WMINUS,PHHB9*PHR63,UIUC2,MacombN2WMINUSUIUC2,24,6/7/2018,11/21/2018,NA,NA,NA,NA,1.88,1.748333333,79.9675,1.433333333,132.9166667,225,76,24.22,21.24,7.5069476,20.6,55.9,139.0977125,8.6,3.8,71.7
REPLICATED TRIAL,2018,Macomb,13,17,32202,3,N2,WPLUS,PHHB9*PHR63,UIUC2,MacombN2WPLUSUIUC2,20,6/7/2018,11/20/2018,NA,NA,NA,NA,1.903333333,1.749166667,71.54916667,0.119166667,117.75,214,92,22.244,19.866,6.15524344,23.5,50.3,122.1199431,7.9,3.7,72.2
REPLICATED TRIAL,2018,Macomb,14,17,31202,3,N2,WMINUS,PHHB9*PHR63,UIUC2,MacombN2WMINUSUIUC2,24,6/7/2018,11/20/2018,NA,NA,NA,NA,1.873333333,1.743333333,75.34083333,-1.675,117.1666667,225,70,23.626,17.676,6.22781816,22.9,51.4,121.8639053,9,3.9,71.1
REPLICATED TRIAL,2018,Macomb,15,25,31102,3,N1,WMINUS,PHHB9*PHR63,UIUC2,MacombN1WMINUSUIUC2,27,6/7/2018,11/20/2018,NA,NA,NA,NA,1.913333333,1.74,77.6925,-1.275833333,121.3333333,215,79,22.262,19.576,6.463686,23.7,57,112.8698225,7.6,3.6,72.7
REPLICATED TRIAL,2018,Macomb,16,25,32102,3,N1,WPLUS,PHHB9*PHR63,UIUC2,MacombN1WPLUSUIUC2,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.923333333,1.769166667,76.85222222,-1.964166667,106.25,207,63,21.11,19.012,6.98985272,22.1,57.4,123.7489434,7.9,3.7,72.3
REPLICATED TRIAL,2018,Macomb,17,41,31302,3,N3,WMINUS,PHHB9*PHR63,UIUC2,MacombN3WMINUSUIUC2,25,6/7/2018,11/21/2018,NA,NA,NA,NA,1.926666667,1.741666667,82.1425,-0.214166667,117.0833333,220,73,21.552,19.75,7.36633408,20.9,59.8,127.1085076,8,3.7,72.2
REPLICATED TRIAL,2018,Macomb,18,41,32302,3,N3,WPLUS,PHHB9*PHR63,UIUC2,MacombN3WPLUSUIUC2,27,6/7/2018,11/21/2018,NA,NA,NA,NA,1.916666667,1.736666667,75.1125,-0.724166667,110.9166667,216,76,20.97,17.252,7.77003096,20.6,58,138.7596409,8.2,3.7,72.2
REPLICATED TRIAL,2018,Macomb,19,21,42202,4,N2,WPLUS,PHHB9*PHR63,UIUC2,MacombN2WPLUSUIUC2,22,6/7/2018,11/20/2018,NA,NA,NA,NA,1.89,1.726666667,78.08916667,1.158333333,116.1666667,212,75,24.878,22.28,7.6883844,19.8,57.1,140.8708899,8.8,3.8,71.4
REPLICATED TRIAL,2018,Macomb,20,21,41202,4,N2,WMINUS,PHHB9*PHR63,UIUC2,MacombN2WMINUSUIUC2,22,6/7/2018,11/20/2018,NA,NA,NA,NA,1.88,1.7225,75.795,1.753333333,126.9166667,208,87,23.586,21.568,7.70199216,21.2,56.2,140.8772558,8.6,3.6,71.9
REPLICATED TRIAL,2018,Macomb,21,25,41302,4,N3,WMINUS,PHHB9*PHR63,UIUC2,MacombN3WMINUSUIUC2,30,6/7/2018,11/20/2018,NA,NA,NA,NA,1.92,1.723333333,74.89,-0.6775,120.8333333,212,91,23.294,20.95,7.94693184,19.2,55.9,149.8466196,8.8,3.8,71.3
REPLICATED TRIAL,2018,Macomb,22,25,42302,4,N3,WPLUS,PHHB9*PHR63,UIUC2,MacombN3WPLUSUIUC2,26,6/7/2018,11/20/2018,NA,NA,NA,NA,1.93,1.765833333,78.4675,-3.454166667,107,227,82,23.926,21.332,8.31434136,21.4,58,146.9840849,8.7,3.5,71.9
REPLICATED TRIAL,2018,Macomb,23,37,41102,4,N1,WMINUS,PHHB9*PHR63,UIUC2,MacombN1WMINUSUIUC2,27,6/7/2018,11/21/2018,NA,NA,NA,NA,1.903333333,1.711666667,62.23416667,-2.111666667,114.75,209,73,21.836,19.524,7.07149928,19.5,56.6,131.201518,7.4,3.5,73
REPLICATED TRIAL,2018,Macomb,24,37,42102,4,N1,WPLUS,PHHB9*PHR63,UIUC2,MacombN1WPLUSUIUC2,24,6/7/2018,11/21/2018,NA,NA,NA,NA,1.866666667,1.740833333,76.085,0.685,111.4166667,205,74,23.322,20.99,7.15314584,19.8,59.9,124.9374204,8.3,3.9,71.8
REPLICATED TRIAL,2019,UIUC2019,1,29,1029,1,N2,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N2WMINUSUIUC2,65,10-Jun,10/19/2019,6-Aug,8-Aug,57,59,1.89,1.94,103.84,NA,110.09,237,125,26.24,24.56,9.67511736,29.3,55.1,159.3436154,9.2,3.4,72
REPLICATED TRIAL,2019,UIUC2019,4,5,4005,1,N1,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N1WMINUSUIUC2,65,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.91,1.96,92.72,NA,114.38,254,132,24.04,22.42,8.99472936,28.8,60,149.1856688,8.6,2.9,73.3
REPLICATED TRIAL,2019,UIUC2019,5,41,5041,1,N3,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N3WMINUSUIUC2,60,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.88,1.92,92.31,NA,115.58,267,134,26.76,24.08,10.15138896,36.6,57.9,149.9248896,8.3,3.5,72.4
REPLICATED TRIAL,2019,UIUC2019,7,17,7017,2,N2,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N2WMINUSUIUC2,61,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.87,1.93,97.67,NA,118.42,246,136,23.9,21.98,8.5955684,35.5,53.6,129.1496777,9.1,4.5,69.8
REPLICATED TRIAL,2019,UIUC2019,9,5,9005,2,N3,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N3WMINUSUIUC2,63,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.92,1.95,104.13,NA,97.33,243,139,25.26,22.92,9.08091184,36.9,56.9,133.4805016,8,3.3,72.9
REPLICATED TRIAL,2019,UIUC2019,12,25,12025,2,N1,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N1WMINUSUIUC2,66,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.92,1.95,93.51,NA,101.25,251,130,24.44,22.1,11.08578848,32.4,57.4,174.5710786,7.6,3.3,73.3
REPLICATED TRIAL,2019,UIUC2019,13,21,13021,3,N3,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N3WMINUSUIUC2,65,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.91,1.95,97,NA,107.25,248,132,24.93,22.44,10.07427832,35.1,58.1,152.3062246,8.9,3.4,72.3
REPLICATED TRIAL,2019,UIUC2019,15,41,15041,3,N1,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N1WMINUSUIUC2,59,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.88,1.94,99.27,NA,105.59,165,121,24.53,22.41,9.90644928,30.5,60.9,160.3842938,8.1,4.2,71.2
REPLICATED TRIAL,2019,UIUC2019,18,29,18029,3,N2,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N2WMINUSUIUC2,65,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.9,1.93,83.52,NA,102.92,246,132,24.78,22.28,10.2511792,37.4,58.6,149.4882886,6.5,3.2,74.1
REPLICATED TRIAL,2019,UIUC2019,19,17,19017,4,N3,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N3WMINUSUIUC2,67,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.9,1.94,98.73,NA,99.42,240,119,25.41,22.7,9.752228,37.1,57.6,142.8938386,8.5,3.1,73
REPLICATED TRIAL,2019,UIUC2019,22,41,22041,4,N1,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N1WMINUSUIUC2,61,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.95,1.96,72.6,NA,90.59,211,89,21.74,19.77,7.70199216,35,57.4,116.6206453,7.1,3.5,73.3
REPLICATED TRIAL,2019,UIUC2019,24,33,24033,4,N2,WMINUS,PHHB9*PHR63,UIUC2,UIUC2019N2WMINUSUIUC2,47,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.92,1.95,80.58,NA,94.92,221,120,23.27,21.75,7.83353384,30.3,57.2,127.1889884,8.5,4.6,70.5
REPLICATED TRIAL,2019,UIUC2019,2,29,2029,1,N2,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N2WPLUSUIUC2,63,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.88,1.94,101.47,NA,104.59,277,139,26.8,24.82,9.5707912,32.5,60.7,150.4910339,8.9,3.6,72.2
REPLICATED TRIAL,2019,UIUC2019,3,5,3005,1,N1,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N1WPLUSUIUC2,49,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.87,1.94,100.27,NA,117.84,265,132,27.26,25.26,8.73618192,30.4,58.1,141.6413052,8.2,2.9,73.5
REPLICATED TRIAL,2019,UIUC2019,6,41,6041,1,N3,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N3WPLUSUIUC2,67,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.88,1.94,99.86,NA,104.58,257,140,25.98,23.1,11.46226984,37.4,59,167.1490732,7.3,3.4,73.4
REPLICATED TRIAL,2019,UIUC2019,8,17,8017,2,N2,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N2WPLUSUIUC2,65,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.92,1.96,86.46,NA,92.17,231,123,23.54,21.54,7.95600368,37,54.9,116.7601209,8.6,4.7,70.2
REPLICATED TRIAL,2019,UIUC2019,10,5,10005,2,N3,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N3WPLUSUIUC2,56,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.9,1.95,99.88,NA,113.25,248,123,26.6,24.84,9.3439952,33.2,56,145.40123,8,3.2,73
REPLICATED TRIAL,2019,UIUC2019,11,25,11025,2,N1,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N1WPLUSUIUC2,64,10-Jun,10/19/2019,6-Aug,7-Aug,57,58,1.93,1.95,84.79,NA,91.25,240,128,22.74,20.68,9.88376968,33.9,58.2,152.1889383,7.4,3.4,73.1
REPLICATED TRIAL,2019,UIUC2019,14,21,14021,3,N3,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N3WPLUSUIUC2,70,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.92,1.95,86.28,NA,96,250,117,23.49,21.14,9.55718344,33,58,149.1639021,8.2,3.3,72.7
REPLICATED TRIAL,2019,UIUC2019,16,41,16041,3,N1,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N1WPLUSUIUC2,69,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.91,1.94,92.54,NA,102.17,234,104,22.66,21.06,9.33945928,31.8,59.3,148.3764988,8.6,4.2,70.8
REPLICATED TRIAL,2019,UIUC2019,17,29,17029,3,N2,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N2WPLUSUIUC2,62,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.89,1.93,81.46,NA,98.34,255,125,21.6,20.44,11.05857296,36.1,57.3,164.6110394,7.5,3.3,73.5
REPLICATED TRIAL,2019,UIUC2019,20,17,20017,4,N3,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N3WPLUSUIUC2,66,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.91,1.95,99.42,NA,93.33,244,126,23.13,21.53,9.90644928,35.3,58.6,149.307393,8.3,3,73.4
REPLICATED TRIAL,2019,UIUC2019,21,41,21041,4,N1,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N1WPLUSUIUC2,63,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.94,1.96,82.52,NA,78,215,93,19.28,17.91,6.15524344,37.8,54.3,89.18557774,7,3.3,73.7
REPLICATED TRIAL,2019,UIUC2019,23,33,23033,4,N2,WPLUS,PHHB9*PHR63,UIUC2,UIUC2019N2WPLUSUIUC2,60,10-Jun,10/19/2019,7-Aug,9-Aug,58,60,1.93,1.95,83.26,NA,85.83,215,105,19.75,18.11,5.81051352,30.4,51.6,94.20691171,8.2,4.8,70.5
REPLICATED TRIAL,2018,Pana,1,9,12103,1,N2,WPLUS,PHHB9*PHW30,UIUC3,PanaN2WPLUSUIUC3,0,5/25/2018,10/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,3.3,72.3
REPLICATED TRIAL,2018,Pana,2,9,11103,1,N2,WMINUS,PHHB9*PHW30,UIUC3,PanaN2WMINUSUIUC3,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.843333333,1.716666667,82.82666667,3.96,169.3333333,292,130,26.786,24.084,10.76827408,15.9,62.2,189.9326471,9.3,3.4,71.3
REPLICATED TRIAL,2018,Pana,3,17,11303,1,N1,WPLUS,PHHB9*PHW30,UIUC3,PanaN1WPLUSUIUC3,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.86,1.7475,74.52833333,1.554166667,127.6666667,276,130,26.696,23.76,10.5006548,15.3,60.6,191.4586873,9.4,3.6,71
REPLICATED TRIAL,2018,Pana,4,17,12303,1,N1,WMINUS,PHHB9*PHW30,UIUC3,PanaN1WMINUSUIUC3,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.745833333,77.705,-0.133333333,108,272,107,24.626,21.58,10.22396368,15.4,59.9,188.3695706,8.5,3.6,71.8
REPLICATED TRIAL,2018,Pana,5,9,12203,1,N3,WPLUS,PHHB9*PHW30,UIUC3,PanaN3WPLUSUIUC3,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.91,1.773333333,87.795,-0.3725,113.8333333,280,130,24.764,22.804,10.5913732,16.3,61.4,188.3463755,8.9,3.4,71.7
REPLICATED TRIAL,2018,Pana,6,9,11203,1,N3,WMINUS,PHHB9*PHW30,UIUC3,PanaN3WMINUSUIUC3,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.705833333,95.80833333,0.974166667,128.9166667,290,122,25.008,22.652,10.76827408,16,61.8,190.9346814,9.2,3.6,71
REPLICATED TRIAL,2018,Pana,7,33,22103,2,N2,WPLUS,PHHB9*PHW30,UIUC3,PanaN2WPLUSUIUC3,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.863333333,1.715833333,88.63916667,2.645833333,128.0833333,260,92,24.366,21.946,9.67965328,16.6,61.5,171.237408,8.2,3.3,72.3
REPLICATED TRIAL,2018,Pana,8,33,21103,2,N2,WMINUS,PHHB9*PHW30,UIUC3,PanaN2WMINUSUIUC3,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.875,1.705,88.5225,0.8775,113.875,265,115,24.18,21.55,9.2305972,16.3,58.8,171.4059292,7.8,3.2,72.6
REPLICATED TRIAL,2018,Pana,9,29,22203,2,N3,WPLUS,PHHB9*PHW30,UIUC3,PanaN3WPLUSUIUC3,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.926666667,1.756666667,76.445,-1.301666667,91,248,114,24.798,22.546,9.26234864,16.1,61.5,164.8374465,8.9,3.5,71.5
REPLICATED TRIAL,2018,Pana,10,29,21203,2,N3,WMINUS,PHHB9*PHW30,UIUC3,PanaN3WMINUSUIUC3,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.873333333,1.75,84.62833333,1.1525,115,256,105,22.952,20.862,9.40749808,17.1,59.9,169.8438225,8.5,3.5,71.9
REPLICATED TRIAL,2018,Pana,11,41,22303,2,N1,WPLUS,PHHB9*PHW30,UIUC3,PanaN1WPLUSUIUC3,32,5/25/2018,10/15/2018,NA,NA,NA,NA,1.896666667,1.738333333,93.67916667,0.253333333,112.25,260,115,21.962,19.818,8.60010432,16.3,59.1,158.8874538,8,3.5,72.2
REPLICATED TRIAL,2018,Pana,12,41,21303,2,N1,WMINUS,PHHB9*PHW30,UIUC3,PanaN1WMINUSUIUC3,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.751666667,75.37833333,-0.085833333,114.8333333,250,110,23.794,20.884,9.09905552,15.6,59.6,168.0894325,8.3,3.4,72.2
REPLICATED TRIAL,2018,Pana,13,25,31303,3,N1,WMINUS,PHHB9*PHW30,UIUC3,PanaN1WMINUSUIUC3,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.9,1.743333333,67.9375,-1.978333333,99,250,97,23.432,21.282,NA,NA,NA,NA,NA,NA,NA
REPLICATED TRIAL,2018,Pana,14,25,32303,3,N1,WPLUS,PHHB9*PHW30,UIUC3,PanaN1WPLUSUIUC3,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.760833333,82.36833333,1.135,118.5,250,113,23.198,20.356,9.35760296,18.3,60.8,164.0329142,8.4,3.4,72
REPLICATED TRIAL,2018,Pana,15,41,32203,3,N3,WPLUS,PHHB9*PHW30,UIUC3,PanaN3WPLUSUIUC3,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.87,1.721666667,86.17166667,4.128333333,118.0833333,270,120,23.912,20.848,9.85201824,15.8,60.4,179.1629766,8.9,3.5,71.4
REPLICATED TRIAL,2018,Pana,16,41,31203,3,N3,WMINUS,PHHB9*PHW30,UIUC3,PanaN3WMINUSUIUC3,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.7625,91.57416667,3.098333333,127.6666667,270,122,25.916,22.474,10.84992064,15.1,60.6,198.2939832,9.4,3.8,70.7
REPLICATED TRIAL,2018,Pana,17,33,31103,3,N2,WMINUS,PHHB9*PHW30,UIUC3,PanaN2WMINUSUIUC3,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.7525,81.96833333,3.1975,132.9166667,260,117,25.314,22.54,9.53450384,15.4,60.2,174.7913267,8.6,3.3,71.8
REPLICATED TRIAL,2018,Pana,18,33,32103,3,N2,WPLUS,PHHB9*PHW30,UIUC3,PanaN2WPLUSUIUC3,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.873333333,1.735,88.2125,1.433333333,123.5,262,115,25.116,22.148,9.7068688,19.9,60.7,167.0978622,8.5,3.4,71.9
REPLICATED TRIAL,2018,Pana,19,21,42103,4,N2,WPLUS,PHHB9*PHW30,UIUC3,PanaN2WPLUSUIUC3,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.756666667,71.9875,-0.200833333,122.6666667,260,124,22.748,20.566,9.73862024,15.6,59.8,179.3026063,8.4,3.3,72.2
REPLICATED TRIAL,2018,Pana,20,21,41103,4,N2,WMINUS,PHHB9*PHW30,UIUC3,PanaN2WMINUSUIUC3,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.795,77.29083333,0.124166667,147.25,274,120,23.268,21.372,10.51426256,15.7,60.7,190.4871177,8.8,3.4,71.6
REPLICATED TRIAL,2018,Pana,21,9,41203,4,N3,WMINUS,PHHB9*PHW30,UIUC3,PanaN3WMINUSUIUC3,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.875,1.7275,85.9525,1.1575,113.625,265,115,24.364,21.948,NA,NA,NA,NA,8.9,3.6,71.3
REPLICATED TRIAL,2018,Pana,22,9,42203,4,N3,WPLUS,PHHB9*PHW30,UIUC3,PanaN3WPLUSUIUC3,0,5/25/2018,10/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,3.6,71.3
REPLICATED TRIAL,2018,Pana,23,5,41303,4,N1,WMINUS,PHHB9*PHW30,UIUC3,PanaN1WMINUSUIUC3,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.85,1.695,107.19,5.14625,134.75,255,110,27.194,23.918,8.67267904,16.3,60.2,157.300517,9.9,3.3,70.9
REPLICATED TRIAL,2018,Pana,24,5,42303,4,N1,WPLUS,PHHB9*PHW30,UIUC3,PanaN1WPLUSUIUC3,15,5/25/2018,10/15/2018,NA,NA,NA,NA,1.83,1.694166667,103.9675,5.310833333,128.0833333,244,100,25.79,22.836,7.22572056,15.7,60.2,131.9958128,9.1,3.5,71.3
